Date,2300240,simulated_1071,2300100,simulated_1063,2300340,simulated_1025,2300402,simulated_1054,2300560,simulated_1083,2300935,simulated_1132
2016-01-01T00:00:00,10.42,0,,0,,0,,0,11.83,0,33.24,0
2016-01-02T00:00:00,10.14,0,,0,,0,,0,11.55,0,33.01,0
2016-01-03T00:00:00,9.9,0,,0,,0,,0,11.27,0,32.74,0
2016-01-04T00:00:00,9.54,0,,0,,0,,0,10.18,0,30.63,0
2016-01-05T00:00:00,8.92,0,,0,,0,,0,9.04,0,26.94,0
2016-01-06T00:00:00,8.16,0,,0,,0,,0,7.8,0,24.24,0
2016-01-07T00:00:00,8.66,0,,0,,0,,0,6.41,0,21.38,0
2016-01-08T00:00:00,8.69,0,,0,,0,,0,4.76,0,17.44,0
2016-01-09T00:00:00,7.88,0,,0,,0,,0,4.72,0,21.18,0
2016-01-10T00:00:00,6.7,0,,0,,0,,0,4.63,0,21.24,0
2016-01-11T00:00:00,6.19,0,,0,,0,,0,4.54,0,21.04,0
2016-01-12T00:00:00,6.01,0,,0,,0,,0,4.45,0,21.12,0
2016-01-13T00:00:00,6.58,0,,0,,0,,0,4.36,0,21.08,0
2016-01-14T00:00:00,6.02,0,,0,,0,,0,4.32,0,21.13,0
2016-01-15T00:00:00,6.38,0,,0,,0,,0,4.23,0,21.21,0
2016-01-16T00:00:00,6.22,0,,0,,0,,0,3.16,0,21.08,0
2016-01-17T00:00:00,5.95,0,,0,,0,,0,3.07,0,21.11,0
2016-01-18T00:00:00,5.91,0,,0,,0,,0,3.07,0,21.18,0
2016-01-19T00:00:00,5.93,0,,0,,0,,0,3.03,0,21.1,0
2016-01-20T00:00:00,5.42,0,,0,,0,,0,2.94,0,21.01,0
2016-01-21T00:00:00,5.2,0,,0,,0,,0,2.94,0,21.13,0
2016-01-22T00:00:00,5.34,0,,0,,0,,0,2.9,0,21.18,0
2016-01-23T00:00:00,5.45,0,,0,,0,,0,2.81,0,21.01,0
2016-01-24T00:00:00,4.93,0.015,,0,,0.006,,0,2.81,0.014,21.08,0
2016-01-25T00:00:00,5.13,0.029,,0,,0.008,,0,2.77,0.034,21.05,0.001
2016-01-26T00:00:00,5.38,0.505,,0.055,,0.074,,0.003,3.7,0.201,21.12,0.007
2016-01-27T00:00:00,4.88,1.101,,0.117,,0.115,,0.006,3.7,0.474,21.19,0.063
2016-01-28T00:00:00,7.66,1.539,,0.158,,0.132,,0.009,3.74,0.717,21.21,0.352
2016-01-29T00:00:00,8.47,1.857,,0.191,,0.141,,0.011,5.28,0.912,21.1,1.127
2016-01-30T00:00:00,7.65,2.178,,0.262,,0.158,,0.016,5.46,1.122,21.09,2.375
2016-01-31T00:00:00,8.92,2.342,,0.301,,0.161,,0.022,5.55,1.297,21.05,3.769
2016-02-01T00:00:00,8.56,2.356,,0.323,,0.159,,0.031,6.7,1.391,20.91,4.966
2016-02-02T00:00:00,8.36,2.388,,0.406,,0.167,,0.045,6.84,1.539,24.4,5.891
2016-02-03T00:00:00,8.34,2.363,,0.437,,0.167,,0.065,6.84,1.691,26.19,6.608
2016-02-04T00:00:00,8.19,2.307,,0.461,,0.165,,0.087,6.84,1.774,26.23,7.118
2016-02-05T00:00:00,7.63,2.241,,0.49,,0.162,,0.115,6.7,1.815,29.81,7.43
2016-02-06T00:00:00,7.32,2.175,,0.523,,0.16,,0.148,6.7,1.85,32.55,7.584
2016-02-07T00:00:00,7.41,2.302,,0.662,,0.177,,0.193,6.61,1.998,31.2,7.698
2016-02-08T00:00:00,9.47,2.816,,0.981,,0.206,,0.247,6.7,2.464,32.82,8.114
2016-02-09T00:00:00,12.36,4.909,,2.563,,0.338,,0.418,8.21,4.344,37.27,9.935
2016-02-10T00:00:00,14.79,7.565,,5.08,,0.615,,0.703,9.9,8.479,40.3,14.607
2016-02-11T00:00:00,17.7,8.371,,5.837,,0.667,,0.908,12.59,12.285,39.84,21.748
2016-02-12T00:00:00,18.47,8.118,,5.53,,0.687,,1.213,14.29,14.05,36.69,28.485
2016-02-13T00:00:00,19.31,7.477,,4.754,,0.659,,1.613,15.8,14.145,37.41,32.755
2016-02-14T00:00:00,19.6,6.926,,4.391,,0.719,,2.092,17.03,13.652,37.43,34.557
2016-02-15T00:00:00,19.05,6.46,,3.943,,0.667,,2.507,17.22,12.984,40.48,34.551
2016-02-16T00:00:00,17.92,6.115,,3.51,,0.612,,2.843,17.22,12.122,45.45,33.346
2016-02-17T00:00:00,16.78,5.867,,3.208,,0.57,,3.085,17.03,11.271,47.33,31.507
2016-02-18T00:00:00,15.61,5.686,,3.047,,0.536,,3.235,15.99,10.587,49.45,29.49
2016-02-19T00:00:00,14.76,5.575,,3.019,,0.519,,3.313,16.46,10.142,49.23,27.64
2016-02-20T00:00:00,13.74,5.562,,3.207,,0.568,,3.373,15.47,10.133,48.77,26.343
2016-02-21T00:00:00,12.82,5.608,,3.45,,0.618,,3.421,15.28,10.555,48.47,25.845
2016-02-22T00:00:00,12.35,5.567,,3.474,,0.598,,3.438,14.9,10.888,48.89,25.901
2016-02-23T00:00:00,11.93,5.464,,3.393,,0.555,,3.438,14.57,10.824,48.09,25.988
2016-02-24T00:00:00,11.6,5.343,,3.306,,0.518,,3.42,14.24,10.513,47.36,25.748
2016-02-25T00:00:00,11.3,5.217,,3.249,,0.488,,3.383,13.86,10.154,46.6,25.166
2016-02-26T00:00:00,10.8,5.096,,3.217,,0.463,,3.328,13.53,9.833,45.89,24.398
2016-02-27T00:00:00,10.3,4.977,,3.187,,0.44,,3.259,13.2,9.551,45.07,23.577
2016-02-28T00:00:00,10.1,4.858,,3.151,,0.418,,3.178,12.82,9.284,44.45,22.769
2016-02-29T00:00:00,9.86,4.739,,3.109,,0.398,,3.091,12.49,9.019,43.52,21.993
2016-03-01T00:00:00,9.7,4.622,,3.064,,0.378,,3.001,11.37,8.752,41.77,21.246
2016-03-02T00:00:00,9.36,4.505,,3.015,,0.36,,2.908,10.99,8.485,42.07,20.522
2016-03-03T00:00:00,9.04,4.389,,2.965,,0.342,,2.816,10.01,8.221,41.28,19.819
2016-03-04T00:00:00,8.44,4.274,,2.913,,0.326,,2.723,10.01,7.962,40.43,19.137
2016-03-05T00:00:00,7.7,4.161,,2.861,,0.311,,2.632,9.91,7.71,39.58,18.477
2016-03-06T00:00:00,7.88,4.057,,2.822,,0.305,,2.545,9.63,7.49,38.81,17.862
2016-03-07T00:00:00,7.22,4.024,,2.834,,0.315,,2.468,9.3,7.396,37.59,17.398
2016-03-08T00:00:00,7.11,3.999,,2.833,,0.316,,2.396,9.02,7.379,34.87,17.129
2016-03-09T00:00:00,7.1,3.95,,2.837,,0.327,,2.335,8.74,7.347,30.19,16.984
2016-03-10T00:00:00,7.2,3.872,,2.817,,0.317,,2.281,8.6,7.273,26.52,16.859
2016-03-11T00:00:00,7.2,3.775,,2.775,,0.301,,2.233,8.41,7.145,26.46,16.672
2016-03-12T00:00:00,7.07,3.674,,2.727,,0.292,,2.187,7.72,6.979,26.46,16.391
2016-03-13T00:00:00,6.93,3.573,,2.68,,0.285,,2.143,7.58,6.802,26.53,16.026
2016-03-14T00:00:00,6.4,3.555,,2.707,,0.29,,2.106,7.44,6.714,26.5,15.666
2016-03-15T00:00:00,7.29,3.57,,2.758,,0.306,,2.074,7.3,6.721,26.41,15.402
2016-03-16T00:00:00,7.97,3.741,,2.928,,0.354,,2.065,7.3,6.844,26.4,15.288
2016-03-17T00:00:00,9.2,3.84,,3.042,,0.367,,2.063,7.3,7.016,26.37,15.321
2016-03-18T00:00:00,9.4,3.82,,3.025,,0.351,,2.067,6.98,7.085,26.35,15.414
2016-03-19T00:00:00,8.98,3.747,,2.979,,0.335,,2.081,6.98,7.04,26.97,15.451
2016-03-20T00:00:00,8.75,3.66,,2.937,,0.32,,2.093,7.44,6.943,26.83,15.374
2016-03-21T00:00:00,8.5,3.569,,2.896,,0.306,,2.099,7.44,6.832,26.26,15.188
2016-03-22T00:00:00,7.77,3.479,,2.853,,0.293,,2.097,7.3,6.715,26.31,14.922
2016-03-23T00:00:00,7.65,3.391,,2.807,,0.285,,2.084,6.43,6.593,26.34,14.609
2016-03-24T00:00:00,7.1,3.304,,2.76,,0.28,,2.063,6.98,6.466,15.76,14.273
2016-03-25T00:00:00,6.37,3.281,,2.766,,0.283,,2.043,6.98,6.389,16.22,13.967
2016-03-26T00:00:00,7.92,3.403,,2.87,,0.313,,2.029,7.87,6.436,15.79,13.776
2016-03-27T00:00:00,7.73,3.553,,3.104,,0.355,,2.037,6.81,6.65,15.67,13.773
2016-03-28T00:00:00,8.45,3.796,,3.816,,0.442,,2.123,6.79,7.314,15.95,14.109
2016-03-29T00:00:00,8.62,4.283,,4.76,,0.477,,2.224,7.36,8.664,15.74,15.005
2016-03-30T00:00:00,8.6,4.465,,5.172,,0.455,,2.327,7.89,10.056,10.78,16.331
2016-03-31T00:00:00,8.97,4.378,,4.842,,0.409,,2.425,7.97,10.564,10.7,17.645
2016-04-01T00:00:00,9.08,4.255,,4.5,,0.388,,2.531,8.3,10.333,6.02,18.519
2016-04-02T00:00:00,9.16,4.159,,4.446,,0.378,,2.62,8.58,10.089,6.03,18.833
2016-04-03T00:00:00,8.35,4.141,,4.571,,0.389,,2.702,7.15,10.218,5.86,18.835
2016-04-04T00:00:00,9.49,4.098,,4.677,,0.383,,2.768,6.58,10.516,5.92,18.751
2016-04-05T00:00:00,9.72,4.094,,4.843,,0.38,,2.827,6.95,10.856,5.99,18.74
2016-04-06T00:00:00,9.83,4.204,,5.84,,0.48,,2.952,6.88,11.884,6.0,18.992
2016-04-07T00:00:00,10.26,4.233,,6.04,,0.444,,3.053,6.96,12.879,6.06,19.494
2016-04-08T00:00:00,10.41,4.241,,5.611,,0.382,,3.151,7.23,12.958,5.82,20.052
2016-04-09T00:00:00,10.48,4.24,,5.097,,0.345,,3.217,7.74,12.385,6.03,20.397
2016-04-10T00:00:00,10.43,4.215,,4.659,,0.321,,3.228,7.92,11.604,5.79,20.358
2016-04-11T00:00:00,10.33,4.166,,4.328,,0.305,,3.186,8.1,10.869,5.9,19.967
2016-04-12T00:00:00,10.1,4.095,,4.073,,0.292,,3.106,8.28,10.217,6.0,19.347
2016-04-13T00:00:00,10.0,4.005,,3.884,,0.282,,3.003,8.32,9.584,5.88,18.61
2016-04-14T00:00:00,9.81,3.902,,3.738,,0.275,,2.893,8.65,8.973,5.87,17.82
2016-04-15T00:00:00,9.48,3.789,,3.628,,0.269,,2.781,8.4,8.436,5.89,17.016
2016-04-16T00:00:00,9.39,3.682,,3.541,,0.263,,2.669,8.44,8.003,5.91,16.246
2016-04-17T00:00:00,9.24,3.73,,3.714,,0.275,,2.589,8.48,7.951,5.88,15.687
2016-04-18T00:00:00,9.13,3.709,,3.669,,0.265,,2.504,8.42,8.018,5.87,15.336
2016-04-19T00:00:00,8.94,3.669,,3.639,,0.264,,2.434,8.36,7.942,5.8,15.15
2016-04-20T00:00:00,8.84,3.609,,3.546,,0.256,,2.364,8.5,7.752,6.07,15.005
2016-04-21T00:00:00,8.22,3.528,,3.446,,0.25,,2.299,8.54,7.488,5.98,14.795
2016-04-22T00:00:00,7.7,3.437,,3.369,,0.245,,2.237,8.58,7.273,5.89,14.502
2016-04-23T00:00:00,7.63,3.363,,3.325,,0.24,,2.179,8.62,7.143,5.76,14.194
2016-04-24T00:00:00,7.59,3.736,,4.323,,0.324,,2.223,8.76,8.192,5.88,14.402
2016-04-25T00:00:00,8.98,4.279,,5.001,,0.346,,2.275,8.64,9.882,5.98,15.397
2016-04-26T00:00:00,9.81,5.186,,5.639,,0.403,,2.384,9.29,11.604,6.07,17.285
2016-04-27T00:00:00,10.7,5.644,,5.538,,0.385,,2.482,9.55,12.597,6.04,19.556
2016-04-28T00:00:00,10.9,5.591,,4.968,,0.334,,2.57,10.66,12.29,11.31,21.351
2016-04-29T00:00:00,11.5,5.374,,4.5,,0.311,,2.643,16.5,11.304,17.19,22.165
2016-04-30T00:00:00,11.6,5.141,,4.158,,0.296,,2.67,18.24,10.261,21.25,22
2016-05-01T00:00:00,11.5,4.944,,3.94,,0.286,,2.656,18.28,9.408,21.22,21.207
2016-05-02T00:00:00,11.2,4.759,,3.762,,0.276,,2.61,19.85,8.762,21.18,20.132
2016-05-03T00:00:00,10.8,4.601,,3.595,,0.266,,2.543,24.05,8.244,24.49,19.01
2016-05-04T00:00:00,10.38,4.452,,3.462,,0.258,,2.466,22.02,7.803,26.31,17.954
2016-05-05T00:00:00,10.03,4.3,,3.347,,0.251,,2.385,19.64,7.421,26.38,16.999
2016-05-06T00:00:00,9.78,4.15,,3.232,,0.243,,2.3,13.46,7.081,26.18,16.131
2016-05-07T00:00:00,9.5,4,,3.139,,0.238,,2.216,12.54,6.773,26.04,15.347
2016-05-08T00:00:00,9.13,3.866,,3.071,,0.234,,2.134,12.5,6.512,20.95,14.647
2016-05-09T00:00:00,8.19,3.743,,3.017,,0.23,,2.056,12.5,6.303,21.22,14.033
2016-05-10T00:00:00,7.92,3.627,,2.966,,0.227,,1.982,10.36,6.129,21.01,13.502
2016-05-11T00:00:00,7.06,3.516,,2.919,,0.224,,1.916,8.24,5.976,20.98,13.046
2016-05-12T00:00:00,5.98,3.412,,2.878,,0.22,,1.858,8.1,5.84,20.92,12.649
2016-05-13T00:00:00,6.39,3.312,,2.839,,0.217,,1.804,8.2,5.716,24.38,12.291
2016-05-14T00:00:00,5.9,3.22,,2.805,,0.214,,1.759,8.35,5.605,26.85,11.983
2016-05-15T00:00:00,6.3,3.218,,2.785,,0.211,,1.724,8.49,5.512,26.22,11.706
2016-05-16T00:00:00,6.37,3.184,,2.766,,0.208,,1.687,8.64,5.434,26.56,11.451
2016-05-17T00:00:00,6.28,3.099,,2.736,,0.205,,1.646,8.64,5.353,26.84,11.225
2016-05-18T00:00:00,6.0,3.001,,2.699,,0.202,,1.605,8.7,5.265,21.75,11.015
2016-05-19T00:00:00,5.69,2.902,,2.663,,0.199,,1.568,8.3,5.175,21.02,10.807
2016-05-20T00:00:00,6.01,2.802,,2.627,,0.196,,1.532,5.6,5.086,18.29,10.589
2016-05-21T00:00:00,5.76,2.713,,2.591,,0.193,,1.495,5.6,4.998,14.02,10.365
2016-05-22T00:00:00,5.05,2.634,,2.554,,0.19,,1.46,5.65,4.911,10.12,10.143
2016-05-23T00:00:00,4.55,2.56,,2.519,,0.187,,1.426,5.65,4.825,11.69,9.925
2016-05-24T00:00:00,4.42,2.489,,2.483,,0.185,,1.392,5.7,4.741,10.4,9.713
2016-05-25T00:00:00,4.14,2.42,,2.449,,0.182,,1.361,5.7,4.659,9.41,9.508
2016-05-26T00:00:00,4.47,2.354,,2.415,,0.179,,1.331,5.7,4.579,9.3,9.312
2016-05-27T00:00:00,6.05,2.291,,2.384,,0.177,,1.305,5.7,4.504,9.36,9.123
2016-05-28T00:00:00,5.88,2.232,,2.356,,0.174,,1.28,5.75,4.434,9.54,8.94
2016-05-29T00:00:00,5.45,2.175,,2.327,,0.172,,1.256,5.75,4.367,11.41,8.764
2016-05-30T00:00:00,5.05,2.119,,2.299,,0.169,,1.231,5.66,4.301,9.34,8.593
2016-05-31T00:00:00,4.5,1.973,,2.269,,0.167,,1.206,5.71,4.236,9.25,8.421
2016-06-01T00:00:00,4.0,1.82,,2.239,,0.164,,1.181,5.62,4.171,8.89,8.24
2016-06-02T00:00:00,3.58,1.723,,2.211,,0.162,,1.159,5.62,4.092,9.12,8.039
2016-06-03T00:00:00,3.85,1.665,,2.184,,0.16,,1.138,5.62,4.015,9.41,7.814
2016-06-04T00:00:00,3.74,1.614,,2.157,,0.157,,1.118,5.58,3.947,5.96,7.588
2016-06-05T00:00:00,2.89,1.567,,2.133,,0.155,,1.1,5.54,3.887,5.85,7.384
2016-06-06T00:00:00,3.26,1.526,,2.111,,0.153,,1.082,5.54,3.834,9.41,7.203
2016-06-07T00:00:00,2.66,1.49,,2.088,,0.151,,1.062,5.54,3.783,5.97,7.043
2016-06-08T00:00:00,3.5,1.461,,2.066,,0.149,,1.046,5.54,3.734,8.73,6.908
2016-06-09T00:00:00,4.3,1.435,,2.046,,0.146,,1.032,5.15,3.688,5.52,6.785
2016-06-10T00:00:00,3.51,1.409,,2.025,,0.144,,1.016,4.46,3.645,5.74,6.671
2016-06-11T00:00:00,3.22,1.382,,2.004,,0.142,,0.999,4.42,3.601,5.48,6.566
2016-06-12T00:00:00,2.43,1.355,,1.982,,0.14,,0.981,4.47,3.556,5.68,6.467
2016-06-13T00:00:00,2.3,1.328,,1.96,,0.138,,0.963,4.38,3.509,5.71,6.371
2016-06-14T00:00:00,3.13,1.301,,1.937,,0.136,,0.945,4.34,3.462,5.83,6.277
2016-06-15T00:00:00,2.72,1.274,,1.913,,0.135,,0.927,4.3,3.415,5.6,6.184
2016-06-16T00:00:00,3.17,1.249,,1.89,,0.133,,0.911,4.34,3.367,5.77,6.092
2016-06-17T00:00:00,2.74,1.204,,1.868,,0.131,,0.912,4.38,3.325,5.97,6.03
2016-06-18T00:00:00,3.41,1.156,,1.848,,0.129,,0.92,4.46,3.293,5.86,5.938
2016-06-19T00:00:00,3.89,1.121,,1.828,,0.127,,0.916,4.58,3.265,5.75,5.816
2016-06-20T00:00:00,3.65,1.095,,1.808,,0.125,,0.903,4.08,3.234,5.75,5.702
2016-06-21T00:00:00,3.66,1.072,,1.787,,0.124,,0.885,3.92,3.196,8.55,5.6
2016-06-22T00:00:00,3.66,1.051,,1.767,,0.122,,0.867,3.96,3.155,8.45,5.508
2016-06-23T00:00:00,3.64,1.031,,1.747,,0.12,,0.85,4.05,3.112,8.37,5.425
2016-06-24T00:00:00,3.62,1.013,,1.728,,0.119,,0.834,4.14,3.069,5.98,5.346
2016-06-25T00:00:00,3.59,0.995,,1.708,,0.117,,0.817,4.14,3.028,5.75,5.266
2016-06-26T00:00:00,3.66,0.976,,1.688,,0.115,,0.8,4.14,2.985,5.89,5.187
2016-06-27T00:00:00,3.69,0.961,,1.673,,0.114,,0.79,4.18,2.947,5.69,5.129
2016-06-28T00:00:00,3.5,0.949,,1.662,,0.112,,0.782,4.18,2.917,5.87,5.06
2016-06-29T00:00:00,3.44,0.934,,1.647,,0.111,,0.768,4.18,2.887,8.43,4.98
2016-06-30T00:00:00,3.42,0.919,,1.629,,0.109,,0.754,4.18,2.854,5.85,4.912
2016-07-01T00:00:00,3.85,0.904,,1.611,,0.108,,0.741,4.18,2.818,7.39,4.848
2016-07-02T00:00:00,3.75,0.889,,1.593,,0.106,,0.729,4.18,2.782,8.61,4.786
2016-07-03T00:00:00,3.8,0.879,,1.582,,0.105,,0.72,4.22,2.75,8.51,4.733
2016-07-04T00:00:00,3.76,0.871,,1.575,,0.103,,0.714,4.22,2.725,8.61,4.679
2016-07-05T00:00:00,3.72,0.86,,1.565,,0.102,,0.707,5.18,2.703,11.5,4.619
2016-07-06T00:00:00,3.62,0.847,,1.549,,0.1,,0.697,5.99,2.678,15.65,4.562
2016-07-07T00:00:00,3.58,0.836,,1.532,,0.099,,0.687,6.04,2.65,16.55,4.512
2016-07-08T00:00:00,3.58,0.825,,1.515,,0.098,,0.678,6.0,2.62,16.83,4.461
2016-07-09T00:00:00,3.18,0.815,,1.499,,0.096,,0.669,6.05,2.589,14.16,4.409
2016-07-10T00:00:00,3.39,0.81,,1.483,,0.095,,0.668,6.1,2.562,14.23,4.384
2016-07-11T00:00:00,3.96,0.878,,1.469,,0.094,,0.672,6.05,2.553,13.73,4.368
2016-07-12T00:00:00,4.7,0.987,,1.459,,0.094,,0.677,5.95,2.554,16.58,4.367
2016-07-13T00:00:00,4.0,1.051,,1.446,,0.093,,0.678,6.09,2.553,16.57,4.402
2016-07-14T00:00:00,3.81,1.06,,1.431,,0.092,,0.673,6.14,2.541,18.8,4.461
2016-07-15T00:00:00,4.4,3.454,,1.566,,0.1,,0.686,6.28,2.798,21.28,4.821
2016-07-16T00:00:00,5.72,4.122,,1.607,,0.099,,0.698,6.13,3.056,20.41,5.674
2016-07-17T00:00:00,5.27,3.631,,1.57,,0.096,,0.698,6.13,3.091,21.52,6.775
2016-07-18T00:00:00,5.57,3.181,,1.509,,0.093,,0.697,6.37,3.019,21.57,7.628
2016-07-19T00:00:00,4.42,2.951,,1.467,,0.092,,0.697,6.42,2.933,21.39,7.996
2016-07-20T00:00:00,4.2,2.813,,1.436,,0.091,,0.696,6.38,2.855,23.3,8
2016-07-21T00:00:00,4.08,2.705,,1.416,,0.09,,0.695,6.39,2.793,23.26,7.826
2016-07-22T00:00:00,4.04,2.608,,1.4,,0.088,,0.693,6.4,2.748,21.43,7.597
2016-07-23T00:00:00,3.93,2.509,,1.384,,0.087,,0.691,6.37,2.712,21.44,7.368
2016-07-24T00:00:00,3.86,2.425,,1.369,,0.086,,0.687,6.36,2.68,21.31,7.154
2016-07-25T00:00:00,3.79,2.353,,1.354,,0.085,,0.683,6.32,2.649,18.05,6.962
2016-07-26T00:00:00,3.65,2.284,,1.338,,0.084,,0.678,6.28,2.618,11.45,6.789
2016-07-27T00:00:00,3.58,2.217,,1.323,,0.083,,0.673,6.19,2.587,8.87,6.63
2016-07-28T00:00:00,3.51,2.154,,1.308,,0.082,,0.668,6.15,2.555,8.75,6.484
2016-07-29T00:00:00,3.51,2.092,,1.294,,0.081,,0.664,6.06,2.523,8.85,6.343
2016-07-30T00:00:00,3.44,2.031,,1.281,,0.079,,0.658,6.06,2.493,5.63,6.205
2016-07-31T00:00:00,3.58,1.973,,1.27,,0.078,,0.656,6.06,2.466,5.73,6.105
2016-08-01T00:00:00,3.72,1.922,,1.26,,0.077,,0.654,6.06,2.444,8.99,5.982
2016-08-02T00:00:00,4.4,1.88,,1.257,,0.076,,0.652,5.92,2.433,6.95,5.868
2016-08-03T00:00:00,4.6,1.828,,1.243,,0.075,,0.648,5.83,2.424,6.95,5.77
2016-08-04T00:00:00,4.7,1.778,,1.234,,0.071,,0.643,5.83,2.404,5.81,5.672
2016-08-05T00:00:00,4.8,1.729,,1.223,,0.069,,0.637,5.83,2.36,9.78,5.569
2016-08-06T00:00:00,4.8,1.681,,1.214,,0.068,,0.632,5.83,2.318,14.32,5.449
2016-08-07T00:00:00,5.0,1.635,,1.207,,0.068,,0.626,5.88,2.287,14.15,5.316
2016-08-08T00:00:00,4.8,1.591,,1.197,,0.067,,0.619,5.79,2.262,14.23,5.186
2016-08-09T00:00:00,4.7,1.549,,1.185,,0.066,,0.612,5.79,2.238,14.07,5.068
2016-08-10T00:00:00,4.53,1.508,,1.173,,0.065,,0.605,5.71,2.214,16.55,4.963
2016-08-11T00:00:00,4.53,1.47,,1.161,,0.064,,0.6,5.71,2.19,16.55,4.867
2016-08-12T00:00:00,4.44,1.427,,1.152,,0.063,,0.595,5.67,2.168,16.88,4.777
2016-08-13T00:00:00,4.38,1.385,,1.145,,0.063,,0.592,5.63,2.149,17.71,4.698
2016-08-14T00:00:00,5.64,1.353,,1.142,,0.062,,0.594,5.68,2.196,14.1,4.622
2016-08-15T00:00:00,5.9,1.328,,1.14,,0.061,,0.594,5.68,2.252,16.74,4.557
2016-08-16T00:00:00,5.51,1.294,,1.136,,0.06,,0.591,5.73,2.377,18.95,4.519
2016-08-17T00:00:00,5.08,1.163,,1.13,,0.06,,0.589,5.74,2.541,22.41,4.511
2016-08-18T00:00:00,4.68,1.047,,1.122,,0.059,,0.584,5.7,2.572,22.69,4.517
2016-08-19T00:00:00,4.64,0.987,,1.112,,0.058,,0.583,5.7,2.521,21.49,4.514
2016-08-20T00:00:00,4.76,0.955,,1.101,,0.057,,0.581,5.7,2.437,15.43,4.472
2016-08-21T00:00:00,4.57,0.932,,1.09,,0.057,,0.575,5.7,2.323,13.96,4.39
2016-08-22T00:00:00,4.57,0.913,,1.08,,0.056,,0.57,5.7,2.229,18.68,4.294
2016-08-23T00:00:00,4.61,0.898,,1.074,,0.055,,0.566,5.7,2.176,14.29,4.203
2016-08-24T00:00:00,4.62,0.881,,1.065,,0.055,,0.559,5.7,2.137,13.92,4.106
2016-08-25T00:00:00,4.54,0.863,,1.055,,0.054,,0.553,5.7,2.098,16.43,4.014
2016-08-26T00:00:00,4.84,0.872,,1.046,,0.053,,0.548,5.79,2.079,16.04,3.946
2016-08-27T00:00:00,4.98,0.879,,1.037,,0.053,,0.542,5.79,2.068,13.73,3.888
2016-08-28T00:00:00,4.7,0.871,,1.028,,0.052,,0.534,5.75,2.044,13.68,3.839
2016-08-29T00:00:00,4.1,0.874,,1.036,,0.052,,0.531,5.75,2.062,15.95,3.834
2016-08-30T00:00:00,5.54,0.93,,1.081,,0.051,,0.528,5.84,2.239,13.88,3.944
2016-08-31T00:00:00,5.19,0.929,,1.06,,0.05,,0.521,5.84,2.382,17.85,4.134
2016-09-01T00:00:00,5.01,0.911,,1.038,,0.05,,0.514,5.75,2.359,16.04,4.328
2016-09-02T00:00:00,4.93,0.888,,1.021,,0.049,,0.506,5.8,2.27,17.54,4.465
2016-09-03T00:00:00,4.57,1.037,,1.251,,0.059,,0.521,5.76,2.937,18.67,4.723
2016-09-04T00:00:00,9.39,1.12,,1.438,,0.067,,0.549,6.07,3.81,13.94,5.211
2016-09-05T00:00:00,9.4,1.103,,1.413,,0.064,,0.562,6.2,3.994,13.68,5.79
2016-09-06T00:00:00,8.97,1.05,,1.328,,0.062,,0.574,6.24,3.69,19.16,6.238
2016-09-07T00:00:00,6.89,0.996,,1.26,,0.06,,0.587,6.24,3.285,13.88,6.398
2016-09-08T00:00:00,6.39,0.942,,1.2,,0.059,,0.598,6.2,2.946,13.78,6.286
2016-09-09T00:00:00,6.38,0.896,,1.146,,0.057,,0.607,6.25,2.699,9.62,6.01
2016-09-10T00:00:00,6.21,0.863,,1.095,,0.055,,0.614,6.21,2.529,9.83,5.673
2016-09-11T00:00:00,5.96,0.835,,1.045,,0.054,,0.617,6.12,2.404,9.65,5.337
2016-09-12T00:00:00,5.58,0.811,,0.997,,0.039,,0.618,6.12,2.299,9.68,5.03
2016-09-13T00:00:00,5.47,0.789,,0.955,,0.033,,0.616,6.03,2.205,9.69,4.762
2016-09-14T00:00:00,5.43,0.767,,0.926,,0.032,,0.614,6.03,2.122,9.24,4.525
2016-09-15T00:00:00,5.03,0.749,,0.91,,0.031,,0.61,5.99,2.055,8.5,4.318
2016-09-16T00:00:00,4.97,0.733,,0.897,,0.031,,0.604,5.95,1.998,8.21,4.136
2016-09-17T00:00:00,4.85,0.718,,0.886,,0.031,,0.597,5.91,1.95,5.51,3.973
2016-09-18T00:00:00,4.72,0.703,,0.875,,0.03,,0.59,5.82,1.909,5.57,3.83
2016-09-19T00:00:00,4.51,0.688,,0.865,,0.03,,0.582,5.73,1.875,7.25,3.707
2016-09-20T00:00:00,4.3,0.674,,0.856,,0.03,,0.574,5.69,1.847,5.42,3.604
2016-09-21T00:00:00,3.92,0.661,,0.847,,0.03,,0.566,5.6,1.822,5.54,3.516
2016-09-22T00:00:00,3.25,0.648,,0.839,,0.029,,0.559,5.51,1.799,5.42,3.441
2016-09-23T00:00:00,3.54,0.635,,0.831,,0.029,,0.551,5.42,1.776,5.55,3.374
2016-09-24T00:00:00,3.19,0.623,,0.823,,0.029,,0.543,5.38,1.755,5.52,3.314
2016-09-25T00:00:00,3.32,0.61,,0.815,,0.029,,0.535,5.29,1.734,5.43,3.258
2016-09-26T00:00:00,3.14,0.598,,0.808,,0.028,,0.527,5.2,1.713,5.41,3.204
2016-09-27T00:00:00,2.44,0.586,,0.8,,0.028,,0.519,5.11,1.693,5.26,3.154
2016-09-28T00:00:00,2.96,0.578,,0.797,,0.028,,0.514,4.97,1.674,5.42,3.114
2016-09-29T00:00:00,3.15,0.571,,0.797,,0.028,,0.508,4.83,1.66,5.21,3.071
