Date,1100500,simulated_1030
2016-06-03T00:00:00,0.49,2.443
2016-06-04T00:00:00,0.22,2.349
2016-06-05T00:00:00,0.18,2.262
2016-06-06T00:00:00,0.67,2.18
2016-06-07T00:00:00,0.93,2.101
2016-06-08T00:00:00,0.49,2.028
2016-06-09T00:00:00,0.22,1.959
2016-06-10T00:00:00,0.18,1.892
2016-06-11T00:00:00,0.14,1.826
2016-06-12T00:00:00,0.1,1.763
2016-06-13T00:00:00,0.1,1.702
2016-06-14T00:00:00,0.59,1.641
2016-06-15T00:00:00,0.7,1.58
2016-06-16T00:00:00,0.3,1.519
2016-06-17T00:00:00,,1.465
2016-06-18T00:00:00,,1.426
2016-06-19T00:00:00,,1.394
2016-06-20T00:00:00,,1.355
2016-06-21T00:00:00,,1.309
2016-06-22T00:00:00,,1.188
2016-06-23T00:00:00,,1.068
2016-06-24T00:00:00,,0.987
2016-06-25T00:00:00,,0.928
2016-06-26T00:00:00,,0.877
2016-06-27T00:00:00,,0.832
2016-06-28T00:00:00,,0.792
2016-06-29T00:00:00,,0.753
2016-06-30T00:00:00,,0.691
2016-07-01T00:00:00,,0.611
2016-07-02T00:00:00,,0.553
2016-07-03T00:00:00,,0.517
2016-07-04T00:00:00,,0.557
2016-07-05T00:00:00,,0.729
2016-07-06T00:00:00,,0.821
2016-07-07T00:00:00,,0.828
2016-07-08T00:00:00,,0.81
2016-07-09T00:00:00,,0.789
2016-07-10T00:00:00,,0.765
2016-07-11T00:00:00,,0.742
2016-07-12T00:00:00,,0.796
2016-07-13T00:00:00,,0.827
2016-07-14T00:00:00,,0.818
2016-07-15T00:00:00,,0.803
2016-07-16T00:00:00,,0.785
2016-07-17T00:00:00,,0.763
2016-07-18T00:00:00,,0.739
2016-07-19T00:00:00,,0.714
2016-07-20T00:00:00,,0.689
2016-07-21T00:00:00,,0.665
2016-07-22T00:00:00,,0.641
2016-07-23T00:00:00,,0.617
2016-07-24T00:00:00,,0.594
2016-07-25T00:00:00,,0.571
2016-07-26T00:00:00,,0.549
2016-07-27T00:00:00,,0.527
